idnumber,title,artistcalc,datemade,materials,measurement
1995.46.14.21,"Untitled (Correspondence from Amy Baker to Tom Marioni/MOCA). February 19, 1982.","Baker, Amy",1982,Letter. Black typescript on Artforum stationery.,11 x 8 1/2 in.
1995.46.14.22,"Untitled (Correspondence from Ray Brown to Tom Marioni/MOCA). January 14, 1982.","Brown, Ray",1982,"Letter. Black typescript on University of California, Los Angeles stationery.",11 x 8 1/2 in.
1995.46.14.23,"Untitled (Correspondence from Karen van Boemel to Tom Marioni/MOCA). March 20, 1982.","Van Boemel, Karen","March 20, 1982","Letter. Black typescript on University of California, Los Angeles stationery.",11 x 8 1/2 in.
1995.46.14.24,"Untitled (Correspondence from Frank Pietronigro to Tom Marioni/MOCA). March 24, 1982.","Pietronigro, Frank","March 24, 1982",Letter. Black typescript on white paper.,11 x 8 1/2 in.
1995.46.14.25,"Untitled (Correspondence from Pamela Morton to Tom Marioni/MOCA). March 30, 1982.","Morton, Pamela","March 30, 1982",Letter. Black typescript on San Francisco Museum of Modern Art stationery.,11 x 8 1/2 in.
1995.46.14.26,"Untitled (Correspondence from Mary Ann Pryor and Eve Chung to Tom Marioni/MOCA). April 12, 1982.","Pryor, Mary Ann; Chung, Eve",1982,Letter and participation agreement. Letter:   Black typescript on isc 12 stationery. Participation agreement:  Black typescript and black felt pen on participation agreement form.,11 x 8 1/2 in.
1995.46.14.27,Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA). January 1982.,"Mannucci, Maurizio",January 1982,Letter. Black typescript and black ball point pen on mela stationery.,11 3/4 x 8 1/4 in.
1995.46.14.28,"Untitled (Correspondence from Michael J. Held to Tom Marioni/MOCA). April 14, 1982.","Held, Michael J.",1982,Letter. Black typescript on photocopy.,11 3/4 x 8 1/4 in.
1995.46.14.29,"Untitled (Correspondence from Michael S. Bell to Tom Marioni/MOCA). April 23, 1982.","Bell, Michael S.","April 23, 1982",Letter and loan agreement. Letter:  Black typescript on San Francisco Museum of Modern Art stationery. Loan Agreement:  Carbon copy. Printed black on loan agreement form.,11 x 8 1/2 in.
1995.46.14.30,"Untitled (Correspondence from Donald Jones to Tom Marioni/MOCA). June 1, 1982.","Jones, Donald",1982,Letter. Black typescript on white paper.,11 x 8 1/2 in.
1995.46.14.31,Untitled (Correspondence from Marianne to Tom Marioni/MOCA). 1982.,,1982,Letter with envelope. Black ball point pen and blue felt pen on photocopy.,8 1/4 x 11 3/4 in.
1995.46.14.32,"Untitled (Correspondence from Michael Bell to Tom Marioni/MOCA). June 2, 1982.","Bell, Michael S.","June 2, 1982",Letter. Black typescript on San Francisco Museum of Modern Art stationery.,9 x 7 in.
1995.46.14.33,"Untitled (Correspondence from George Neubert to Tom Marioni/MOCA). June 9, 1982.","Neubert, George W.","June 9, 1982",Letter. Black typescript on San Francisco Museum of Modern Art stationery.,9 x 7 in.
1995.46.14.34,"Untitled (Correspondence from Santi to Tom Marioni/MOCA). May 21, 1982.",,"May 21, 1982",Holographic letter. Black felt pen on color postcard.,3 1/2 x 5 1/2 in.
1995.46.14.35,"Untitled (Correspondence from Rosemary to Tom Marioni/MOCA). January 21, 1982.",Rosemary,"January 21, 1982",Holographic letter with envelope. Blue ball point pen on white card stock.,4 x 5 3/4 in.
1995.46.14.36,"Untitled (Correspondence from Ray Brown to Tom Marioni/MOCA). June 17, 1982.","Brown, Ray",1982,"Letter. Black typescript on University of California, Los Angeles stationery.",11 x 8 1/2 in.
1995.46.14.37,"Untitled (Correspondence from Paul Tomidy to Tom Marioni/MOCA). June 25, 1982.","Tomidy, Paul","June 25, 1982",Letter and loan agreement. Letter:  Black typescript and black ball point pen on The Museum of California stationery. Loan agreement:  Mimeographed. Printed black on loan agreement form.,11 x 8 1/2 in.
1995.46.14.38,"Application Acknowledgment Card. June 21, 1982.",National Endowment for the Arts,"June 21, 1982",Application Acknowledgment Card. Printed black on white card stock with blue felt pen additions.,3 1/4 x 5 1/2 in.
1995.46.14.39,"Untitled (Correspondence from Peter Weiermair to Tom Marioni/MOCA). June 24, 1982.",,"June 24, 1982",Letter. Black typescript on Frankfurter Kunstverein stationery.,11 3/4 x 8 1/4 in.
1995.46.14.40,"Untitled (Correspondence from Grita Insam to Tom Marioni/MOCA). June 25, 1982.","Insam, Grita","June 25, 1982","Letter. Black typescript, blue felt pen and black felt pen on Grita Insam stationery.",11 3/4 x 8 1/4 in.
1995.46.14.41,"Untitled (Correspondence from Jean Gallagher to Tom Marioni/MOCA). June 27, 1982.","Gallagher, Jean",1982,Letter. Black typescript on The University of Tennessee at Chattanooga stationery.,10 1/2 x 7 1/4 in.
1995.46.14.42,"Shipping receipt. June 21, 1982.",Atthowe Transportaiton Co. Inc. / Atthowe Fine Arts Service,1982,Shipping receipt. Carbon copy. Printed blue on receipt form.,11 x 8 1/2 in.
1995.46.14.43,"Incoming Receipt. July 20, 1982.","Neese, Debra","July 20, 1982",Incoming receipt. Corner stapled. Black typescript on incoming receipt form. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.14.44,"Untitled (Correspondence from Richard to Tom Marioni/MOCA). July 17, 1982.","Newlin, Richard",1982,Letter. Black typescript on Houston Fine Art Press stationery. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.14.45,"Untitled (Correspondence from Jeanne Collins and Jennifer Tayloe to Tom Marioni/MOCA). July 8, 1982.","Collins, Jeanne; Tayloe, Jennifer",1982,Letter and press release. Letter:  Black felt pen and black typescript on               photocopy. Press release:  Corner stapled. Printed black on San Francisco Museum of Modern Art stationery. 3 pages.,11 x 8 1/2 in.
1995.46.14.46,"Untitled (Correspondence from G. Thomas Tanselle to Tom Marioni/MOCA). June 7, 1982.","Tanselle, G. Thomas","June 7, 1982",Letter. Black typescript on photocopy.,11 x 8 1/2 in.
1995.46.14.47,"Untitled (Statement / report regarding the John Simon Guggenheim Memorial Foundation Fellowship for 1981-82). July 22, 1982.","Marioni, Tom","July 22, 1982",Statement / report. Carbon copy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.14.48,"Untitled (Correspondence from G. Thomas Tanselle to Tom Marioni/MOCA). July 28, 1982.","Tanselle, G. Thomas","July 28, 1982",Letter. Black typescript on photocopy.,11 x 8 1/2 in.
1995.46.14.49,"Untitled (Correspondence from George W. Neubert to Tom Marioni/MOCA). August 2, 1982.","Neubert, George W.","August 2, 1982",Letter. Black typescript on San Francisco Museum of Modern Art stationery.,11 x 8 1/2 in.
1995.46.14.50,"Untitled (Correspondence from Marcia Feinstien to Tom Marioni/MOCA). August 5, 1982.","Feinstien, Marcia",1982,Letter. Black typescript on white paper. 1 rubber stamp.,9 1/4 x 5 1/2 in.
1995.46.14.51,"Untitled (Correspondence from Richard to Tom Marioni/MOCA). August 6, 1982.","Newlin, Richard","August 6, 1982",Letter. Black typescript on Houston Fine Art Press stationery. (does the pic of the map go with?),11 x 8 1/2 in.
1995.46.14.52,"Untitled (Correspondence from Grita Insam to Tom Marioni/MOCA). July 13, 1982.","Insam, Grita",1982,Letter. Black typescript on Grita Insam stationery.,11 3/4 x 8 1/4 in.
1995.46.14.53,"Untitled (Correspondence from Ronald Jones to Tom Marioni/MOCA). June 4, 1982.","Jones, Ronald","June 4, 1982",Letter. Black typescript on The University of the South stationery.,11 x 8 1/2 in.
1995.46.14.54,"Untitled (Correspondence from Dario Durbe to Tom Marioni/MOCA). March 20, 1982.","Durbe, Dario","March 20, 1982",Letter. Black typescript on Ministero Per I Beni Culturali E Ambientali stationery.,11 3/4 x 8 1/4 in.
1995.46.14.55,"Untitled (Correspondence from Judith R. Hobbs to Tom Marioni/MOCA). August 25, 1982.","Hobbs, Judith R.","August 25, 1982",Letter and contract. Letter:  Black typescript on Minneapolis College of Art and Design stationery. Contract:  Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.14.56,Untitled (Correspondence from Tony D’Apino to Tom Marioni/MOCA).,"D'Apino, Tony",,Holographic letter. Black felt pen on San Francisco International Theater Festival stationery.,11 x 8 1/2 in.
1995.46.14.57,Untitled (Correspondence from The Curators to Tom Marioni/MOCA).,,,Letter. Black typescript on photocopy.,11 3/4 x 8 1/4 in.
1995.46.14.58,"Untitled (Correspondence from Robert Atkins to Tom Marioni/MOCA). August 23, 1982.","Atkins, Robert",1982,Holographic letter. Blue ball point pen on color postcard.,4 x 6 in.
1995.46.14.59,"Untitled (Correspondence from Gordon N. Ray to Tom Marioni/MOCA). August 27, 1982.","Ray, Gordon N.","August 27, 1982",Letter. Black typescript on photocopy.,11 x 8 1/2 in.
1995.46.14.60,"Untitled (Correspondence from Grita Insam to Tom Marioni/MOCA). September 20, 1982.","Insam, Grita","September 20, 1982",Letter. Black typescript and black felt pen on Grita Insam stationery.,11 3/4 x 8 1/4 in.
1995.46.14.61,"Prairie Nursery, Westfield WI. 1982.","Dibole, Neil",1982,Price list / holographic letter. Folded. Printed green on tan paper with black ball point pen additions.,11 x 8 1/2 in.
1995.46.14.62,Untitled (Correspondence from Marian to Tom Marioni/MOCA). nd.,,,Holographic letter. Red felt pen on white paper.,11 x 8 1/2 in.
1995.46.14.63,"Untitled (Correspondence from Orlan to Tom Marioni/MOCA). October 10, 1982.",,1982,Holographic letter. Black felt pen on white paper.,10 x 8 in.
1995.46.14.64,"Outgoing receipt. October 14, 1982.","Neese, Debra",1982,Outgoing receipt. Corner stapled. Mimeographed. Printed black on outgoingreceipt form. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.14.65,Untitled (Correspondence from Patricia Anderson to Tom Marioni/MOCA). nd.,"ANDERSON, Patricia",,Holographic letter. Black ball point pen on white paper.,11 x 8 1/2 in.
1995.46.14.66,"Untitled (Correspondence from Marijan Susousk to Tom Marioni/MOCA). October 9, 1982.","Susousk, Marijan","October 9, 1982",Holographic letter. Blue ball point pen on color postcard.,4 x 6 in.
1995.46.14.67,"Release of Objects. November 3, 1982.",The Oakland Museum,"November 3, 1982",Release of Objects. Carbon copy. Printed blue on Release of Objects form.,11 x 8 1/2 in.
1995.46.14.68,"Untitled (Correspondence from Graham Cantieni, Olaf Hanel and Pierrette Mondou to Tom Marioni/MOCA). November 1, 1982.","Cantieni, Graham; Hanel, Olaf; Mondou, Pierrette",1982,Letter. Blue ball point pen on photocopy.,11 x 8 1/2 in.
1995.46.14.69,"Untitled (Correspondence from Harry X. Ford to Tom Marioni/MOCA). December 16, 1982.","Ford, Harry X.",1982,Letter. Black typescript on California College of Arts and Crafts stationery.,11 x 8 1/2 in.
1995.46.14.70,"Untitled (Correspondence from Grita Insam to Tom Marioni/MOCA). December 9, 1982.","Insam, Grita","December 9, 1982",Letter. Black typescript on Grita Insam stationery.,11 3/4 x 8 1/4 in.
1995.46.14.71,"Untitled (Correspondence from Hubert Michael to Tom Marioni/MOCA). December 2, 1982.",,"December 2, 1982",Holographic letter. Blue ball point pen on The Museum of Drawers stationery.,11 3/4 x 8 1/4 in.
1995.46.14.72,"Untitled (Correspondence from Paul Mincucci to Tom Marioni/MOCA). October 18, 1982.","Mincucci, Paul",1982,Letter. Black typescript on photocopy.,11 x 8 1/2 in.
1995.46.14.73,"Untitled (Correspondence from Petr Stembera to Tom Marioni/MOCA). February 6, 1981.","Štembera, Petr","February 6, 1981",Holographic letter with envelope. Blue ball point pen on white paper.,11 3/4 x 8 1/4 in.
1995.46.14.74,"Untitled (Correspondence from Goran Dordevic to Tom Marioni/MOCA). November 22, 1979.","Dordevic, Goran","November 22, 1979",Letter with envelope. Black ball point pen on photocopy.,11 3/4 x 8 1/4 in.
1995.46.14.75,"Untitled (Correspondence from Alan Scarritt to Tom Marioni/MOCA). September 7, 1982.","Scarritt, Alan","September 7, 1982",Holographic letter with envelope. Black felt pen on white paper. Unpaginated. 2 pages.,10 x 8 in.
1995.46.15,MOCA Correspondence File 1983. 1983.,"Marioni, Tom",1983,File folder containing 77 pieces of correspondence.,
1995.46.15.1,"Untitled (Correspondence from Terry Fox to Tom Marioni/MOCA). April 22, 1983.","Fox, Terry","April 22, 1983",Holographic letter. Green felt pen on aerogramme.,4 1/4 x 6 in.
1995.46.15.2,"Untitled (Correspondence from Terry Fox to Tom Marioni/MOCA). February 3, 1983.","Fox, Terry","February 3, 1983",Holographic letter with envelope. Purple felt pen on white paper. Unpaginated. 2 pages.,8 1/4 x 5 75 in.
1995.46.15.3,"Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA). March 6, 1983.","Mannucci, Maurizio","March 6, 1983",Holographic letter. Black ball point pen on aerogramme.,13 x 5 3/4 in.
1995.46.15.4,Untitled (Correspondence from Terry Fox to Tom Marioni/MOCA). 1983.,"Fox, Terry",1983,Holographic letter. Purple felt pen and graphite on photocopy.,11 3/4 x 8 1/4 in.
1995.46.15.5,"Untitled (Correspondence from Jean Brown to Tom Marioni/MOCA). November 11, 1983.","Brown, Jean",1983,Holographic letter. Black felt pen on The Jean Brown Archive stationery.,11 x 8 1/2 in.
1995.46.15.6,"Untitled (Correspondence from Jean Brown to Tom Marioni/MOCA). September 11, 1983.","Brown, Jean",1983,Holographic letter. Blue ball point pen on The Jean Brown Archive stationery.,11 x 8 1/2 in.
1995.46.15.7,"Untitled (Correspondence from Jean Brown to Tom Marioni/MOCA). July 15, 1983.","Brown, Jean",1983,Holographic letter. Black ball point pen on The Jean Brown Archive stationery.,11 x 8 1/2 in.
1995.46.15.8,Untitled (Correspondence from Hamish Fulton to Tom Marioni/MOCA). 1982.,"Fulton, Hamish",1982,Holographic letter. Blue ball point pen on aerogramme.,11 3/4 x 8 1/4 in.
1995.46.15.9,"Untitled (Correspondence from Richard Diebenkorn to Tom Marioni/MOCA). January 7, 1982.","Diebenkorn, Richard","January 7, 1982",Holographic letter with envelope. Blue ball point pen on The Sherry-Netherland stationer.,6 1/2 x 5 1/4 in.
1995.46.15.10,Untitled (Correspondence from Robert Barry to Tom Marioni/MOCA). nd.,"Barry, Robert",,Holographic letter. Black felt pen on blue lined yellow paper.,14 x 8 1/2 in.
1995.46.15.11,"Untitled (Correspondence from Robert Atkins to Tom Marioni/MOCA). July 11, 1983.","Atkins, Robert",1983,Holographic letter with envelope. Black felt pen on folded card.,4 1/2 x 7 in.
1995.46.15.12,"Untitled (Correspondence from Robert McDonald to Tom Marioni/MOCA). November 9, 1983.","McDonald, Robert","November 9, 1983",Letter. Black typescript on The Art Museum of Santa Cruz County stationery.,11 x 8 1/2 in.
1995.46.15.13,Untitled (Correspondence from Linda Montano to Tom Marioni/MOCA).,"Montano, Linda",,Holographic letter. Green ball point pen on photocopy.,11 x 8 1/2 in.
1995.46.15.14,"Untitled (Correspondence from Allon Schoener to Tom Marioni/MOCA). October 20, 1982.","Schoener, Allon","October 20, 1982",Holographic letter. Olive felt pen on Allon Schoener stationery.,11 x 8 1/2 in.
1995.46.15.15,"Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA). March 8, 1983.","Mannucci, Maurizio","March 8, 1983",Holographic letter. Black ball point pen on aerogramme.,12 1/4 x 5 3/4 in.
1995.46.15.16,Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA). January 1982.,"Mannucci, Maurizio",January 1982,Letter. Black typescript on white paper.,3 3/4 x 6 1/2 in.
1995.46.15.17,Untitled (Correspondence from L.D. Sokolov to Tom Marioni/MOCA). 1979?,"Sokolov, L.D.",1979?,Holographic letter and 2 postcards with envelope. Letter:  Blue ball pen on color postcard.,4 1/4 x 5 3/4 in.
1995.46.15.18,"Untitled (Correspondence from Rosalind Newman to Tom Marioni/MOCA). December 21, 1982.","Newman, Rosalind","December 21, 1982",Letter and brochure. Letter:  Black typescript on Rosalind Newman and Dancers stationery. Brochure:  Folded.,11 x 8 9/16 in.
1995.46.15.19,"Untitled (Correspondence from Bonita Ely to Tom Marioni/MOCA). December 16, 1982.","ELY, Bonita",1982,Letter. Black ball point pen on photocopy. 2 pages.,11 3/4 x 8 1/4 in.
1995.46.15.20,"The Fine Arts Museums of San Francisco. GRAPHIC ARTS COUNCIL. Achenbach Foundation for Graphic Arts. California Palace of the Legion of Honor, San Francisco, California. 1983 SPRING PROGRAM SCHEDULE.","The Fine Arts Museums of San Francisco, Graphic Arts Council",1983 SPRIN,Program schedule. Corner stapled. Photocopy. Printed black on tan paper. 4 pages.,11 x 8 1/2 in.
1995.46.15.21,"Untitled (Correspondence from Ellen Schwartz to Tom Marioni/MOCA). January 18, 1983.","Schwartz, Ellen",1983,Letter. Black typescript on Pratt Institute Gallery stationery. 2 pages .,11 x 8 1/2 in.
1995.46.15.22,"Untitled (Correspondence from Peter Bird to Tom Marioni/MOCA). January 26, 1983.","Bird, Peter",1983,Letter. Black typescript on Art Council of Great Britain stationery.,11 3/4 x 8 1/4 in.
1995.46.15.23,"Untitled (Correspondence from Bev Watt to Tom Marioni/MOCA). January 26, 1983.","Watt, Bev","January 26, 1983",Letter and photocopy. Letter:  Black typescript on photocopy. Photocopy:  Printed black on white paper. Unpaginated. 4 pages.,11 x 8 1/2 in.
1995.46.15.24,"Untitled (Correspondence from Bonita Ely to Tom Marioni/MOCA). February 2, 1983.","ELY, Bonita","February 2, 1983",Holographic letter. Black felt pen on aerogramme.,11 3/4 x 6 3/4 in.
1995.46.15.25,"Untitled (Correspondence from Derek J.J. Knight to Tom Marioni/MOCA). February 23, 1983.","Knight, Derek J.J.","February 23, 1983",Letter. Black typescript on David Thompson University Centre stationery.,11 x 8 1/2 in.
